concept_id,concept,category,status,first_seen_paper,first_seen_year,latest_seen_paper,latest_seen_year,page_path,primary_reference_doi,openalex_id,dimensions_id,sciscinet_id,aliases
multiplex_scholarly_graphs,Multiplex scholarly graphs,representations,full_text_seed,De Domenico et al. (2013),2013,Lin et al. (2023),2023,concepts/representations/multiplex_scholarly_graphs.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,heterogeneous scholarly graph; multilayer graph; knowledge graph
patent_paper_boundary,Patent-paper boundary,representations,full_text_seed,Ahmadpoor and Jones (2017),2017,Ahmadpoor and Jones (2017),2017,concepts/representations/patent_paper_boundary.md,10.1126/science.aam9527,W2743628650,pub.1091201170,W2743628650,paper-patent boundary; direct science-technology boundary; D equals one frontier; dual frontier
paper_author_affiliation_linkages,Paper-author-affiliation linkages,representations,full_text_seed,Deville et al. (2014),2014,Lin et al. (2023),2023,concepts/representations/paper_author_affiliation_linkages.md,10.1038/s41597-023-02198-9,W4378980478,pub.1158536883,W4378980478,paper-author-affiliation table; authorship-affiliation links; paper-author-institution triplets
paper_field_linkages,Paper-field linkages,representations,full_text_seed,Waltman and van Eck (2012),2012,Lin et al. (2023),2023,concepts/representations/paper_field_linkages.md,10.1038/s41597-023-02198-9,W4378980478,pub.1158536883,W4378980478,paper-field table; paper-topic links; field assignment edges; publication classification links
science_maps,Science maps,representations,full_text_seed,Boyack et al. (2005),2005,Fortunato et al. (2018),2018,concepts/representations/science_maps.md,10.1007/s11192-005-0255-6,W2100484636,pub.1011403274,W2100484636,maps of science; knowledge maps; field maps
science_map_overlays,Science map overlays,representations,full_text_seed,Porter and Rafols (2009),2009,Wang et al. (2015),2015,concepts/representations/science_map_overlays.md,10.1371/journal.pone.0039464,W2036137014,pub.1049668114,W2036137014,portfolio overlay map; research footprint map; base-map overlay; science portfolio map
semantic_embeddings,Semantic embeddings,representations,full_text_seed,Griffiths and Steyvers (2004),2004,Liu et al. (2021),2021,concepts/representations/semantic_embeddings.md,10.18653/v1/2020.acl-main.207,W3016913119,pub.1129756783,W3035324702,text embeddings; paper embeddings; citation-informed embeddings; career work embeddings
small_world_collaboration_structure,Small-world collaboration structure,representations,full_text_seed,Newman (2001),2001,Newman (2004),2004,concepts/representations/small_world_collaboration_structure.md,10.1073/pnas.98.2.404,W2125315567,pub.1018280471,W2125315567,small-world science; collaboration path length; giant component; coauthorship clustering
citation_metric_gaming,Citation metric gaming,validations,full_text_seed,Chorus and Waltman (2016),2016,Ioannidis et al. (2019),2019,concepts/validations/citation_metric_gaming.md,10.1371/journal.pone.0161021,W2516374594,pub.1009206842,W2516374594,citation gaming; metric manipulation; citation farms; coercive citation; impact factor manipulation
disambiguation_evaluation_metrics,Disambiguation evaluation metrics,validations,full_text_seed,Tekles and Bornmann (2020),2020,Tekles and Bornmann (2020),2020,concepts/validations/disambiguation_evaluation_metrics.md,10.1162/qss_a_00081,W2941991812,pub.1130006391,W3013745385,pairwise precision recall; best F1; splitting error; lumping error
homonym_synonym_author_errors,Homonym and synonym author errors,validations,full_text_seed,Tekles and Bornmann (2020),2020,Tekles and Bornmann (2020),2020,concepts/validations/homonym_synonym_author_errors.md,10.1162/qss_a_00081,W2941991812,pub.1130006391,W3013745385,homonym errors; synonym errors; author false merges; author false splits
altmetric_citation_association,Altmetric-citation association,validations,full_text_seed,Thelwall et al. (2013),2013,Costas et al. (2015),2015,concepts/validations/altmetric_citation_association.md,10.1002/asi.23309,W2164277894,pub.1001115574,W2164277894,altmetric-citation correlations; weak citation correlation; altmetric validation; precision-recall filtering
grant_peer_review_value_added,Grant peer-review value-added,validations,full_text_seed,Li and Agha (2015),2015,Li and Agha (2015),2015,concepts/validations/grant_peer_review_value_added.md,10.1126/science.aaa0185,W1975626251,pub.1030280448,W1975626251,peer-review predictive validity; grant score value-added; proposal-score validity; review-score signal
disruption_measure_validation,Disruption measure validation,validations,full_text_seed,Funk and Owen-Smith (2017),2017,Lin et al. (2026),2026,concepts/validations/disruption_measure_validation.md,10.1038/s41586-019-0941-9,W2913773162,pub.1112085796,W2913773162,disruption validation; CD index validation; disruptive-developmental validation; disruption robustness checks
nih_r01_award_disparities,NIH R01 award disparities,validations,full_text_seed,Ginther et al. (2011),2011,Ginther et al. (2011),2011,concepts/validations/nih_r01_award_disparities.md,10.1126/science.1196783,W2096354859,pub.1043590820,W2096354859,NIH award gap; grant funding disparity; R01 race ethnicity award gap; funding equity audit
nobel_prize_credit_validation,Nobel-prize credit validation,validations,full_text_seed,Shen and Barabasi (2014),2014,Shen and Barabasi (2014),2014,concepts/validations/nobel_prize_credit_validation.md,10.1073/pnas.1401992111,W2037997493,pub.1014325139,W2037997493,Nobel credit validation; prize-linked credit validation; laureate credit validation; prize paper credit test
open_science_interventions,Open science interventions,validations,full_text_seed,Nosek et al. (2018),2018,Nosek et al. (2018),2018,concepts/validations/open_science_interventions.md,10.1073/pnas.1708274114,W2779812635,pub.1101502429,W2779812635,research transparency reforms; TOP guidelines; badges; registries; registered reports
open_access_detection_validation,Open access detection validation,validations,full_text_seed,Piwowar et al. (2018),2018,Piwowar et al. (2018),2018,concepts/validations/open_access_detection_validation.md,10.7717/peerj.4375,W2741809807,pub.1101032124,W2741809807,OA resolver validation; oaDOI precision recall; Unpaywall validation; OA detection audit
policy_attention_coverage_bias,Policy attention coverage bias,validations,full_text_seed,Bornmann et al. (2016),2016,Haunschild and Bornmann (2017),2017,concepts/validations/policy_attention_coverage_bias.md,10.1007/s11192-016-2237-2,W2567946352,pub.1030351359,W2567946352,policy mention sparsity; policy source bias; policy-document coverage; policy altmetric validity
prediction_feedback_loops,Prediction feedback loops,validations,full_text_seed,Clauset et al. (2017),2017,Fortunato et al. (2018),2018,concepts/validations/prediction_feedback_loops.md,10.1126/science.aal4217,W2585057539,pub.1083524092,W2585057539,self-fulfilling prediction; evaluation feedback loop; algorithmic gatekeeping; predictive evaluation risk
replication_reproducibility,Replication and reproducibility,validations,full_text_seed,Ioannidis (2005),2005,Nosek et al. (2018),2018,concepts/validations/replication_reproducibility.md,10.1371/journal.pmed.0020124,W2144981148,pub.1012818229,W2144981148,replication crisis; meta-research; robustness
analytic_flexibility_false_positives,Analytic flexibility and false-positive risk,validations,full_text_seed,Simmons et al. (2011),2011,Nosek et al. (2018),2018,concepts/validations/analytic_flexibility_false_positives.md,10.1177/0956797611417632,W2161498332,pub.1051875862,W2161498332,researcher degrees of freedom; p-hacking; garden of forking paths; selective reporting
prediction_postdiction_boundary,Prediction-postdiction boundary,validations,full_text_seed,Nosek et al. (2018),2018,Nosek et al. (2018),2018,concepts/validations/prediction_postdiction_boundary.md,10.1073/pnas.1708274114,W2779812635,pub.1101502429,W2779812635,confirmatory exploratory boundary; hypothesis testing versus generation; prediction versus postdiction; HARKing boundary
preregistration_registered_reports,Preregistration and registered reports,validations,full_text_seed,Nosek et al. (2018),2018,Nosek et al. (2018),2018,concepts/validations/preregistration_registered_reports.md,10.1073/pnas.1708274114,W2779812635,pub.1101502429,W2779812635,pre-analysis plans; registered reports; confirmatory analysis; prediction versus postdiction
registered_report_in_principle_acceptance,Registered-report in-principle acceptance,validations,full_text_seed,Nosek and Lakens (2014),2014,Nosek et al. (2018),2018,concepts/validations/registered_report_in_principle_acceptance.md,10.1027/1864-9335/a000192,W2113085067,pub.1056347343,W2113085067,stage-one acceptance; pre-results peer review; registered report IPA; outcome-independent acceptance
researcher_degrees_of_freedom,Researcher degrees of freedom,validations,full_text_seed,Simmons et al. (2011),2011,Nosek et al. (2018),2018,concepts/validations/researcher_degrees_of_freedom.md,10.1177/0956797611417632,W2161498332,pub.1051875862,W2161498332,undisclosed flexibility; analytic choice freedom; p-hacking paths; garden of forking paths
retraction_notice_transparency,Retraction notice transparency,validations,full_text_seed,Fang et al. (2012),2012,Fang et al. (2012),2012,concepts/validations/retraction_notice_transparency.md,10.1073/pnas.1212247109,W2097110982,pub.1035913875,W2097110982,opaque retraction notices; notice informativeness; correction notice quality
retractions_self_correction,Retractions and scientific self-correction,validations,full_text_seed,Fang et al. (2012),2012,Fang et al. (2012),2012,concepts/validations/retractions_self_correction.md,10.1073/pnas.1212247109,W2097110982,pub.1035913875,W2097110982,retraction notices; research misconduct; post-publication correction
author_contribution_statements,Author contribution statements,datasets,full_text_seed,Robinson-Garcia et al. (2020),2020,Xu et al. (2022),2022,concepts/datasets/author_contribution_statements.md,10.7554/elife.60586,W3097159753,pub.1132069903,W3097159753,contributorship statements; author role statements; contribution disclosures; CRediT-like roles
contribution_role_vectors,Contribution role vectors,representations,full_text_seed,Robinson-Garcia et al. (2020),2020,Xu et al. (2022),2022,concepts/representations/contribution_role_vectors.md,10.7554/elife.60586,W3097159753,pub.1132069903,W3097159753,author-role vectors; contributorship vectors; role profiles; contribution activity matrix
contributorship_prediction_models,Contributorship prediction models,methods,full_text_seed,Robinson-Garcia et al. (2020),2020,Xu et al. (2022),2022,concepts/methods/contributorship_prediction_models.md,10.7554/elife.60586,W3097159753,pub.1132069903,W3097159753,contribution-role imputation; author-role prediction; role probability model; lead-support classifier
lead_role_ratio,Lead-role ratio,measures,full_text_seed,Xu et al. (2022),2022,Xu et al. (2022),2022,concepts/measures/lead_role_ratio.md,10.1073/pnas.2200927119,W4226148732,pub.1148413764,W4226148732,L-ratio; lead-ratio; flatness ratio; fraction of lead authors; team lead share
focal_predecessor_future_citation_triads,Focal-predecessor-future citation triads,representations,full_text_seed,Funk and Owen-Smith (2017),2017,Park et al. (2023),2023,concepts/representations/focal_predecessor_future_citation_triads.md,10.1287/mnsc.2015.2366,W2303284028,pub.1064718099,W2303284028,CD triads; focal-reference-future triads; predecessor citation triads; disruption ego network
cd_index_time_windows,CD-index time windows,measures,full_text_seed,Funk and Owen-Smith (2017),2017,Park et al. (2023),2023,concepts/measures/cd_index_time_windows.md,10.1287/mnsc.2015.2366,W2303284028,pub.1064718099,W2303284028,CD5; CDt window; disruption citation window; five-year disruption score
modified_cd_index,Modified CD index,measures,full_text_seed,Funk and Owen-Smith (2017),2017,Funk and Owen-Smith (2017),2017,concepts/measures/modified_cd_index.md,10.1287/mnsc.2015.2366,W2303284028,pub.1064718099,W2303284028,mCDt; mCD5; impact-weighted disruption index; magnitude-weighted CD index
disruptiveness_decline,Disruptiveness decline over time,mechanisms,full_text_seed,Park et al. (2023),2023,Park et al. (2023),2023,concepts/mechanisms/disruptiveness_decline.md,10.1038/s41586-022-05543-x,W4313545395,pub.1154226028,W4313545395,decline in disruptive science; slowing disruptive innovation; declining CD5; long-run disruption decline
high_disruption_tail_conservation,High-disruption tail conservation,mechanisms,full_text_seed,Park et al. (2023),2023,Park et al. (2023),2023,concepts/mechanisms/high_disruption_tail_conservation.md,10.1038/s41586-022-05543-x,W4313545395,pub.1154226028,W4313545395,high-CD5 tail conservation; stable disruptive tail; disruptive-work carrying capacity; right-tail disruption count
faculty_prestige_rank_inference,Faculty prestige-rank inference,methods,full_text_seed,Clauset et al. (2015),2015,Wapman et al. (2022),2022,concepts/methods/faculty_prestige_rank_inference.md,10.1126/sciadv.1400005,W2102017123,pub.1028625291,W2102017123,minimum-violation prestige ranking; SpringRank faculty prestige; placement-derived rank; faculty prestige inference
faculty_hiring_null_models,Faculty hiring null models,methods,full_text_seed,Clauset et al. (2015),2015,Wapman et al. (2022),2022,concepts/methods/faculty_hiring_null_models.md,10.1126/sciadv.1400005,W2102017123,pub.1028625291,W2102017123,hiring-network rewiring; placement null model; faculty self-hiring null; prestige hierarchy null model
faculty_placement_rank_change,Faculty placement rank change,measures,full_text_seed,Clauset et al. (2015),2015,Wapman et al. (2022),2022,concepts/measures/faculty_placement_rank_change.md,10.1126/sciadv.1400005,W2102017123,pub.1028625291,W2102017123,placement rank delta; upward faculty mobility share; downward placement distance; prestige rank change
international_doctorate_attrition,International-doctorate faculty attrition,mechanisms,full_text_seed,Wapman et al. (2022),2022,Wapman et al. (2022),2022,concepts/mechanisms/international_doctorate_attrition.md,10.1038/s41586-022-05222-x,W4296907580,pub.1151187611,W4296907580,non-US doctorate attrition; doctoral-origin attrition; international training retention; foreign-doctorate faculty departure
faculty_gender_demographic_turnover,Faculty gender demographic turnover,mechanisms,full_text_seed,Wapman et al. (2022),2022,Wapman et al. (2022),2022,concepts/mechanisms/faculty_gender_demographic_turnover.md,10.1038/s41586-022-05222-x,W4296907580,pub.1151187611,W4296907580,gender turnover; faculty representation turnover; demographic replacement; gender parity pipeline turnover
scholarly_entity_graphs,Scholarly entity graphs,representations,full_text_seed,Hook et al. (2018),2018,Lin et al. (2023),2023,concepts/representations/scholarly_entity_graphs.md,10.3389/frma.2018.00023,W2888592790,pub.1106289502,W2888592790,scholarly knowledge graph; research entity graph; scholarly metadata graph; entity-relation graph
scholarly_identifier_spine,Scholarly identifier spine,representations,full_text_seed,Hook et al. (2018),2018,Lin et al. (2023),2023,concepts/representations/scholarly_identifier_spine.md,10.48550/arXiv.2205.01833,W4229010617,pub.1147626509,W4229010617,identifier crosswalk; DOI spine; persistent identifier graph; canonical external identifiers
scholarly_snapshot_versioning,Scholarly snapshot versioning,methods,full_text_seed,Hook et al. (2018),2018,Lin et al. (2023),2023,concepts/methods/scholarly_snapshot_versioning.md,10.1038/s41597-023-02198-9,W4378980478,pub.1158536883,W4378980478,dataset snapshot provenance; versioned scholarly data; snapshot freshness; data release versioning
research_ready_table_curation,Research-ready table curation,methods,full_text_seed,Hook et al. (2018),2018,Lin et al. (2023),2023,concepts/methods/research_ready_table_curation.md,10.1038/s41597-023-02198-9,W4378980478,pub.1158536883,W4378980478,scholarly data preprocessing; curated publication table; paper-family aggregation; research-ready data
research_object_context_graphs,Research-object context graphs,representations,full_text_seed,Hook et al. (2018),2018,Lin et al. (2023),2023,concepts/representations/research_object_context_graphs.md,10.3389/frma.2018.00023,W2888592790,pub.1106289502,W2888592790,research context graph; multipartite research graph; object context network; research information graph
journal_similarity_mapping,Journal similarity mapping,methods,full_text_seed,Boyack et al. (2005),2005,Borner et al. (2012),2012,concepts/methods/journal_similarity_mapping.md,10.1007/s11192-005-0255-6,W2100484636,pub.1011403274,W2100484636,journal-journal similarity; journal relatedness matrix; inter-citation mapping; co-citation mapping
science_map_layout_reduction,Science map layout and reduction,methods,full_text_seed,Boyack et al. (2005),2005,Borner et al. (2012),2012,concepts/methods/science_map_layout_reduction.md,10.1007/s11192-005-0255-6,W2100484636,pub.1011403274,W2100484636,science-map layout; similarity graph reduction; VxOrd mapping; top-n edge filtering
science_map_accuracy_validation,Science map accuracy validation,validations,full_text_seed,Boyack et al. (2005),2005,Borner et al. (2012),2012,concepts/validations/science_map_accuracy_validation.md,10.1007/s11192-005-0255-6,W2100484636,pub.1011403274,W2100484636,science-map validation; map structural accuracy; local map accuracy; science-map quality criteria
journal_cluster_science_backbones,Journal-cluster science backbones,representations,full_text_seed,Boyack et al. (2005),2005,Borner et al. (2012),2012,concepts/representations/journal_cluster_science_backbones.md,10.1007/s11192-005-0255-6,W2100484636,pub.1011403274,W2100484636,science backbone map; disciplinary dependency graph; journal-cluster map; science structure backbone
disciplinary_independence,Disciplinary independence,measures,full_text_seed,Boyack et al. (2005),2005,Boyack et al. (2005),2005,concepts/measures/disciplinary_independence.md,10.1007/s11192-005-0255-6,W2100484636,pub.1011403274,W2100484636,cluster independence; field insularity; within-cluster citation share; disciplinary self-citation fraction
altmetric_composite_scores,Altmetric composite scores,measures,full_text_seed,Thelwall et al. (2013),2013,Costas et al. (2015),2015,concepts/measures/altmetric_composite_scores.md,10.1002/asi.23309,W2164277894,pub.1001115574,W2164277894,total altmetrics; altmetric attention score; donut score; weighted online attention score
altmetric_attention_timing_windows,Altmetric attention timing windows,methods,full_text_seed,Thelwall et al. (2013),2013,Costas et al. (2015),2015,concepts/methods/altmetric_attention_timing_windows.md,10.1371/journal.pone.0064841,W2073023209,pub.1028078949,W2073023209,altmetric recency bias; attention timing correction; adjacent-article sign test; online attention windows
altmetric_highly_cited_filtering,Altmetric highly cited filtering,validations,full_text_seed,Costas et al. (2015),2015,Costas et al. (2015),2015,concepts/validations/altmetric_highly_cited_filtering.md,10.1002/asi.23309,W2164277894,pub.1001115574,W2164277894,altmetric precision recall; highly cited paper filtering; altmetric discovery validation; blog-mention precision
policy_source_corpus_construction,Policy-source corpus construction,methods,full_text_seed,Bornmann et al. (2016),2016,Haunschild and Bornmann (2017),2017,concepts/methods/policy_source_corpus_construction.md,10.1007/s11192-016-2115-y,W2952238320,pub.1043901162,unknown,policy source list; policy corpus construction; policy document tracking; policy miner workflow
policy_mention_context_audit,Policy mention context audit,validations,full_text_seed,Bornmann et al. (2016),2016,Haunschild and Bornmann (2017),2017,concepts/validations/policy_mention_context_audit.md,10.1007/s11192-016-2237-2,W2567946352,pub.1030351359,W2567946352,policy mention validation; policy context audit; policy citation context; policy-source false positives
open_access_prevalence_measurement,Open access prevalence measurement,measures,full_text_seed,Piwowar et al. (2018),2018,Piwowar et al. (2018),2018,concepts/measures/open_access_prevalence_measurement.md,10.7717/peerj.4375,W2741809807,pub.1101032124,W2741809807,OA prevalence; open access share; route-specific OA prevalence; free-to-read coverage
bronze_open_access_ambiguity,Bronze open access ambiguity,validations,full_text_seed,Piwowar et al. (2018),2018,Piwowar et al. (2018),2018,concepts/validations/bronze_open_access_ambiguity.md,10.7717/peerj.4375,W2741809807,pub.1101032124,W2741809807,bronze OA; free-to-read no license; publisher-hosted free access; ambiguous OA route
open_access_evidence_locations,Open access evidence locations,representations,full_text_seed,Piwowar et al. (2018),2018,Piwowar et al. (2018),2018,concepts/representations/open_access_evidence_locations.md,10.7717/peerj.4375,W2741809807,pub.1101032124,W2741809807,OA location; best OA URL; repository evidence; publisher OA evidence
open_access_citation_selection_bias,Open access citation selection bias,validations,full_text_seed,Piwowar et al. (2018),2018,Piwowar et al. (2018),2018,concepts/validations/open_access_citation_selection_bias.md,10.7717/peerj.4375,W2741809807,pub.1101032124,W2741809807,OA selection bias; open access citation confounding; access advantage selection; route-specific citation bias
patent_citation_source_roles,Patent citation source roles,validations,full_text_seed,Ahmadpoor and Jones (2017),2017,Marx and Fuegi (2020),2020,concepts/validations/patent_citation_source_roles.md,10.1126/science.aam9527,W2743628650,pub.1091201170,W2743628650,applicant examiner citation roles; examiner-added patent citations; applicant-added patent citations; PCS source role flags
patent_paper_boundary_impact_premium,Patent-paper boundary impact premium,mechanisms,full_text_seed,Ahmadpoor and Jones (2017),2017,Ahmadpoor and Jones (2017),2017,concepts/mechanisms/patent_paper_boundary_impact_premium.md,10.1126/science.aam9527,W2743628650,pub.1091201170,W2743628650,boundary home-run premium; direct science-technology impact premium; dual-frontier impact premium; patent-paper high-impact premium
knowledge_depth_citation_trees,Knowledge depth citation trees,measures,full_text_seed,Jones (2009),2009,Jones (2009),2009,concepts/measures/knowledge_depth_citation_trees.md,10.1111/j.1467-937x.2008.00531.x,W3124253902,pub.1061936767,W3124253902,patent citation tree size; backward citation tree depth; knowledge depth proxy; patent ancestry node count
age_at_first_invention,Age at first invention,measures,full_text_seed,Jones (2009),2009,Jones (2009),2009,concepts/measures/age_at_first_invention.md,10.1111/j.1467-937x.2008.00531.x,W3124253902,pub.1061936767,W3124253902,age at first innovation; inventor entry age; frontier-entry age; innovation training length
citation_network_rewiring_nulls,Citation network rewiring nulls,methods,full_text_seed,Park et al. (2023),2023,Park et al. (2023),2023,concepts/methods/citation_network_rewiring_nulls.md,10.1038/s41586-022-05543-x,W4313545395,pub.1154226028,W4313545395,rewired citation nulls; citation-network null model; Monte Carlo citation rewiring; disruption rewiring robustness
author_to_author_self_citation_edges,Author-to-author self-citation edges,representations,full_text_seed,King et al. (2017),2017,King et al. (2017),2017,concepts/representations/author_to_author_self_citation_edges.md,10.1177/2378023117738903,W2466144917,pub.1099634910,W3104836124,author-pair self-citations; authorship self-citation edges; fractional author self-citation; author-to-author citation pairs
impact_factor_biased_self_citation_practices,Impact factor biased self-citation practices,measures,full_text_seed,Chorus and Waltman (2016),2016,Chorus and Waltman (2016),2016,concepts/measures/impact_factor_biased_self_citation_practices.md,10.1371/journal.pone.0161021,W2516374594,pub.1009206842,W2516374594,IFBSCP; impact factor biased self-citation; impact-factor-window self-citation; journal self-citation timing bias
author_citation_composite_indicator,Author citation composite indicator,measures,full_text_seed,Ioannidis et al. (2019),2019,Ioannidis et al. (2019),2019,concepts/measures/author_citation_composite_indicator.md,10.1371/journal.pbio.3000384,W2968900048,pub.1120285279,W2968900048,author composite citation score; standardized author citation indicator; c indicator; composite author impact metric
citation_source_concentration_ratio,Citation source concentration ratio,measures,full_text_seed,Ioannidis et al. (2019),2019,Ioannidis et al. (2019),2019,concepts/measures/citation_source_concentration_ratio.md,10.1371/journal.pbio.3000384,W2968900048,pub.1120285279,W2968900048,citations per citing paper; citation concentration ratio; citing-paper concentration; citation-farm diagnostic ratio
citation_database_coverage_sensitivity,Citation database coverage sensitivity,validations,full_text_seed,Waltman (2016),2016,Birkle et al. (2020),2020,concepts/validations/citation_database_coverage_sensitivity.md,10.1016/j.joi.2016.02.007,W767067438,pub.1051718960,W767067438,citation database sensitivity; citation coverage sensitivity; WoS Scopus Google Scholar comparison; database-choice robustness
wos_scopus_coverage_overlap,WoS-Scopus coverage overlap,validations,full_text_seed,Waltman (2016),2016,Waltman (2016),2016,concepts/validations/wos_scopus_coverage_overlap.md,10.1016/j.joi.2016.02.007,W767067438,pub.1051718960,W767067438,Web of Science Scopus overlap; WoS Scopus comparison; proprietary citation database overlap
google_scholar_transparency_limitations,Google Scholar transparency limitations,validations,full_text_seed,Waltman (2016),2016,Waltman (2016),2016,concepts/validations/google_scholar_transparency_limitations.md,10.1016/j.joi.2016.02.007,W767067438,pub.1051718960,W767067438,Google Scholar opacity; Google Scholar quality control; Google Scholar source-list limitation
citation_index_research_infrastructure,Citation-index research infrastructure,datasets,full_text_seed,Birkle et al. (2020),2020,Birkle et al. (2020),2020,concepts/datasets/citation_index_research_infrastructure.md,10.1162/qss_a_00018,W3000895385,pub.1124230134,W3000895385,citation-index infrastructure; scientometric data infrastructure; SCI-enabled scientometrics; bibliometric infrastructure
wos_core_collection_source_layers,WoS Core Collection source layers,datasets,full_text_seed,Birkle et al. (2020),2020,Birkle et al. (2020),2020,concepts/datasets/wos_core_collection_source_layers.md,10.1162/qss_a_00018,W3000895385,pub.1124230134,W3000895385,WoS source layers; Core Collection scope; Web of Science platform layers; citation source provenance
bibliometric_data_access_modes,Bibliometric data access modes,methods,full_text_seed,Waltman (2016),2016,Birkle et al. (2020),2020,concepts/methods/bibliometric_data_access_modes.md,10.1162/qss_a_00018,W3000895385,pub.1124230134,W3000895385,bibliometric API access; custom data delivery; platform export mode; scholarly data entitlement
citation_database_web_interface_access,Citation database web-interface access,methods,full_text_seed,Waltman (2016),2016,Waltman (2016),2016,concepts/methods/citation_database_web_interface_access.md,10.1016/j.joi.2016.02.007,W767067438,pub.1051718960,W767067438,platform web access; citation database web export; search-interface bibliometrics
full_database_bibliometric_access,Full-database bibliometric access,methods,full_text_seed,Waltman (2016),2016,Birkle et al. (2020),2020,concepts/methods/full_database_bibliometric_access.md,10.1016/j.joi.2016.02.007,W767067438,pub.1051718960,W767067438,direct citation database access; licensed bibliometric extract; full database access; local citation snapshot
citation_data_census_dates,Citation data census dates,methods,full_text_seed,Birkle et al. (2020),2020,Lin et al. (2023),2023,concepts/methods/citation_data_census_dates.md,10.1162/qss_a_00018,W3000895385,pub.1124230134,W3000895385,citation count as-of date; data census date; extraction timestamp; citation snapshot date
wos_subject_category_fractionalization,WoS subject category fractionalization,validations,full_text_seed,Birkle et al. (2020),2020,Birkle et al. (2020),2020,concepts/validations/wos_subject_category_fractionalization.md,10.1162/qss_a_00018,W3000895385,pub.1124230134,W3000895385,WoS category double-counting; subject category fractional counting; journal-category duplication audit; WoS field category sensitivity
reference_citation_balance,Reference-citation balance,representations,full_text_seed,Price (1965),1965,Price (1965),1965,concepts/representations/reference_citation_balance.md,10.1126/science.149.3683.510,W2088209891,pub.1062485810,W2088209891,reference-citation accounting; citation-reference balance; citation edge balance; reference incidence balance
cumulative_advantage_distribution,Cumulative advantage distribution,methods,full_text_seed,Price (1976),1976,Price (1976),1976,concepts/methods/cumulative_advantage_distribution.md,10.1002/asi.4630270505,W2080450835,pub.1038956878,W2080450835,Price cumulative advantage distribution; CAD; Beta-function advantage model; success-breeds-success distribution
recognition_visibility_coupling,Recognition-visibility coupling,mechanisms,full_text_seed,Merton (1968),1968,Merton (1968),1968,concepts/mechanisms/recognition_visibility_coupling.md,10.1126/science.159.3810.56,W4292887282,pub.1062493069,W4292887282,recognition visibility feedback; communication visibility effect; status visibility coupling; reward-communication coupling
growth_attachment_null_models,Growth-attachment null models,validations,full_text_seed,Barabasi and Albert (1999),1999,Barabasi and Albert (1999),1999,concepts/validations/growth_attachment_null_models.md,10.1126/science.286.5439.509,W2008620264,pub.1010080128,W2008620264,growth preferential-attachment ablations; attachment null model; scale-free growth nulls; network growth ablation
uncited_paper_mass,Uncited-paper mass,measures,full_text_seed,Price (1965),1965,Redner (1998),1998,concepts/measures/uncited_paper_mass.md,10.1126/science.149.3683.510,W2088209891,pub.1062485810,W2088209891,uncitedness; zero-citation share; uncited papers; lower-tail citation mass
field_normalized_h_index,Field-normalized h-index,measures,full_text_seed,Radicchi et al. (2008),2008,Radicchi et al. (2008),2008,concepts/measures/field_normalized_h_index.md,10.1073/pnas.0806977105,W2151866568,pub.1052550373,W2151866568,generalized h-index; hf index; normalized h-index; field-rescaled h-index
multilayer_adjacency_tensors,Multilayer adjacency tensors,representations,full_text_seed,De Domenico et al. (2013),2013,De Domenico et al. (2013),2013,concepts/representations/multilayer_adjacency_tensors.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,multilayer adjacency tensor; tensorial network representation; fourth-order network tensor; node-layer adjacency tensor
intralayer_interlayer_adjacency,Intralayer and interlayer adjacency,representations,full_text_seed,De Domenico et al. (2013),2013,De Domenico et al. (2013),2013,concepts/representations/intralayer_interlayer_adjacency.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,intralayer adjacency; interlayer adjacency; layer coupling tensor; counterpart-node coupling
node_layer_participation_mask,Node-layer participation mask,representations,full_text_seed,De Domenico et al. (2013),2013,De Domenico et al. (2013),2013,concepts/representations/node_layer_participation_mask.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,node-layer availability; active-layer mask; layer participation matrix; missing node-layer tuple mask
interlayer_switching_costs,Interlayer switching costs,measures,full_text_seed,De Domenico et al. (2013),2013,De Domenico et al. (2013),2013,concepts/measures/interlayer_switching_costs.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,layer-switching cost; interlayer coupling weight; layer-crossing penalty; counterpart-node transition cost
supra_adjacency_matrices,Supra-adjacency matrices,representations,full_text_seed,De Domenico et al. (2013),2013,De Domenico et al. (2013),2013,concepts/representations/supra_adjacency_matrices.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,supra-adjacency matrix; superadjacency matrix; supra-Laplacian; unfolded multilayer matrix
multilayer_projection_overlay_networks,Multilayer projection and overlay networks,representations,full_text_seed,De Domenico et al. (2013),2013,De Domenico et al. (2013),2013,concepts/representations/multilayer_projection_overlay_networks.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,projected monoplex network; overlay monoplex network; layer-collapsed network; multilayer graph projection
layer_networks,Layer networks,representations,full_text_seed,De Domenico et al. (2013),2013,De Domenico et al. (2013),2013,concepts/representations/layer_networks.md,10.1103/PhysRevX.3.041022,W1647431324,pub.1017821762,W3102201777,network of layers; layer-layer network; interlayer coupling graph; layer relations network
