concept_id_a,concept_id_b,cosine_similarity,shared_terms,page_path_a,page_path_b
sleeping_beauty_population_rarity,sleeping_beauty_threshold_grid,0.6134,sleeping; sleep; raan; van; beauties; threshold; beauty; awakening,concepts/measures/sleeping_beauty_population_rarity.md,concepts/methods/sleeping_beauty_threshold_grid.md
lead_role_ratio,team_role_size_scaling,0.6131,ratio; lead; role; size; team; teams; support; roles,concepts/measures/lead_role_ratio.md,concepts/measures/team_role_size_scaling.md
rcr_threshold_interpretation_bands,rcr_venue_dispersion_check,0.6130,rcr; hutchins; influence; article; high; influential; level; w2953304564,concepts/measures/rcr_threshold_interpretation_bands.md,concepts/validations/rcr_venue_dispersion_check.md
collective_credit_allocation,independent_author_credit_comparison,0.6128,credit; shen; author; topic; barabasi; allocation; independent; contribution,concepts/measures/collective_credit_allocation.md,concepts/methods/independent_author_credit_comparison.md
demographic_topic_concentration_cv,topic_identity_homophily,0.6128,topic; topics; group; kozlowski; demographic; concentration; white; specialization,concepts/measures/demographic_topic_concentration_cv.md,concepts/mechanisms/topic_identity_homophily.md
author_name_blocking,name_only_disambiguation_baselines,0.6127,name; surname; blocking; initials; block; author; tekles; plus,concepts/methods/author_name_blocking.md,concepts/validations/name_only_disambiguation_baselines.md
international_mobility_typologies,migrant_traveler_mobility_split,0.6127,country; traveler; mobility; mobile; migrant; affiliations; travelers; origin,concepts/measures/international_mobility_typologies.md,concepts/measures/migrant_traveler_mobility_split.md
patent_science_precision_recall_calibration,patent_science_threshold_design_tradeoff,0.6127,patent; recall; confidence; precision; false; threshold; fuegi; marx,concepts/validations/patent_science_precision_recall_calibration.md,concepts/validations/patent_science_threshold_design_tradeoff.md
funding_autonomy_exploration,funding_incentives_and_exploration,0.6126,funding; autonomy; azoulay; investigator; project; tolerance; hhmi; failure,concepts/mechanisms/funding_autonomy_exploration.md,concepts/mechanisms/funding_incentives_and_exploration.md
international_collaboration_preferential_attachment,preferential_attachment,0.6126,attachment; preferential; international; collaboration; degree; wagner; leydesdorff; growth,concepts/mechanisms/international_collaboration_preferential_attachment.md,concepts/mechanisms/preferential_attachment.md
oa_growth_route_decomposition,open_access_route_typology,0.6126,route; bronze; publisher; access; green; repository; hosted; gold,concepts/measures/oa_growth_route_decomposition.md,concepts/datasets/open_access_route_typology.md
observed_team_size_sequence_control,team_assembly_parameter_space,0.6126,team; incumbent; assembly; size; guimera; sequence; parameter; sizes,concepts/methods/observed_team_size_sequence_control.md,concepts/methods/team_assembly_parameter_space.md
repeat_collaboration_lock_in,team_assembly_parameter_space,0.6126,incumbent; team; repeat; collaboration; guimera; parameter; assembly; newcomer,concepts/mechanisms/repeat_collaboration_lock_in.md,concepts/methods/team_assembly_parameter_space.md
faculty_placement_rank_change,origin_prestige_steepness_gradient,0.6122,doctoral; rank; faculty; placement; origin; prestige; clauset; change,concepts/measures/faculty_placement_rank_change.md,concepts/measures/origin_prestige_steepness_gradient.md
interdisciplinarity,rao_stirling_diversity,0.6122,diversity; stirling; disparity; integration; variety; rafols; rao; interdisciplinarity,concepts/mechanisms/interdisciplinarity.md,concepts/measures/rao_stirling_diversity.md
country_collaboration_core,polycentric_collaboration_core_competition,0.6121,core; country; collaboration; international; wagner; leydesdorff; countries; dense,concepts/measures/country_collaboration_core.md,concepts/mechanisms/polycentric_collaboration_core_competition.md
authorship_mode_parameter_trajectories,team_size_distribution_decomposition,0.6120,team; mode; poisson; component; decomposition; core; teams; milojevic,concepts/measures/authorship_mode_parameter_trajectories.md,concepts/methods/team_size_distribution_decomposition.md
relative_citation_ratio,weighted_relative_citation_ratio,0.6120,rcr; hutchins; article; influence; portfolio; relative; metric; ratio,concepts/measures/relative_citation_ratio.md,concepts/measures/weighted_relative_citation_ratio.md
attraction_return_policy_asymmetry,job_conditioned_return_intention,0.6119,return; job; intention; reasons; franzoni; country; scientists; opportunities,concepts/mechanisms/attraction_return_policy_asymmetry.md,concepts/measures/job_conditioned_return_intention.md
citation_tail_maturation_bias,citation_tail_sparsity_limit,0.6119,tail; redner; high; exponent; window; sensitivity; direct; tails,concepts/validations/citation_tail_maturation_bias.md,concepts/validations/citation_tail_sparsity_limit.md
garfield_constant,per_cited_item_impact_factor,0.6119,item; items; cited; garfield; per; window; intensity; conditional,concepts/measures/garfield_constant.md,concepts/measures/per_cited_item_impact_factor.md
publication_cohort_sleep_window_alignment,zero_citation_deep_sleep_extreme,0.6119,sleep; raan; sleeping; van; awakening; beauty; year; w2159299749,concepts/methods/publication_cohort_sleep_window_alignment.md,concepts/measures/zero_citation_deep_sleep_extreme.md
misconduct_retraction_share,unretracted_misconduct_dark_figure,0.6118,misconduct; unretracted; retraction; fraud; suspected; fang; retractions; retracted,concepts/measures/misconduct_retraction_share.md,concepts/validations/unretracted_misconduct_dark_figure.md
hot_streak_team_size_phase_shift,hot_streaks,0.6117,hot; streak; career; onset; team; liu; streaks; exploitation,concepts/validations/hot_streak_team_size_phase_shift.md,concepts/mechanisms/hot_streaks.md
policy_source_list_transparency,unintended_policy_source_contamination,0.6117,policy; source; tracked; bornmann; haunschild; list; mentions; related,concepts/validations/policy_source_list_transparency.md,concepts/validations/unintended_policy_source_contamination.md
productivity_exposure_peak_timing,within_career_impact_shuffle_null,0.6117,peak; productivity; career; timing; shuffle; null; shuffled; sequence,concepts/validations/productivity_exposure_peak_timing.md,concepts/validations/within_career_impact_shuffle_null.md
small_category_topic_profile_instability,topic_class_profile_matrix,0.6116,topic; class; griffiths; steyvers; profile; topics; matrix; categories,concepts/validations/small_category_topic_profile_instability.md,concepts/representations/topic_class_profile_matrix.md
policy_altmetric_80_20_readiness_rule,policy_mention_coverage_rate,0.6115,policy; mention; bornmann; coverage; haunschild; tracked; mentions; related,concepts/validations/policy_altmetric_80_20_readiness_rule.md,concepts/measures/policy_mention_coverage_rate.md
impact_factor_biased_self_citation_practices,journal_self_citation_count_reliability_filter,0.6114,self; journal; ifbscp; factor; chorus; waltman; filter; year,concepts/measures/impact_factor_biased_self_citation_practices.md,concepts/validations/journal_self_citation_count_reliability_filter.md
policy_author_motivation_surveys,policy_mention_coverage_rate,0.6114,policy; mention; bornmann; mentioned; haunschild; documents; related; document,concepts/validations/policy_author_motivation_surveys.md,concepts/measures/policy_mention_coverage_rate.md
patent_examiner_citation_caveat,patent_paper_links,0.6113,patent; examiner; examiners; patents; applicant; technology; supplied; jones,concepts/validations/patent_examiner_citation_caveat.md,concepts/datasets/patent_paper_links.md
citation_tree_layer_depreciation,knowledge_depth_citation_trees,0.6112,tree; depth; backward; ancestry; knowledge; patent; trees; log,concepts/methods/citation_tree_layer_depreciation.md,concepts/measures/knowledge_depth_citation_trees.md
extended_team_cumulative_advantage_mode,lead_author_team_choice_model,0.6112,team; extended; lead; teams; members; core; milojevic; large,concepts/mechanisms/extended_team_cumulative_advantage_mode.md,concepts/methods/lead_author_team_choice_model.md
clinical_trial_publication_share,clinical_trials_geographic_linkage_bias,0.6111,trial; clinical; nct; trials; linked; clinicaltrials; gov; publication,concepts/measures/clinical_trial_publication_share.md,concepts/validations/clinical_trials_geographic_linkage_bias.md
eigenfactor_bundle_influence,eigenfactor_cost_effectiveness,0.6111,eigenfactor; bundle; influence; cost; collection; package; west; prices,concepts/measures/eigenfactor_bundle_influence.md,concepts/measures/eigenfactor_cost_effectiveness.md
highest_impact_sequence_position,random_impact_rule,0.6111,sequence; highest; career; position; peak; scientist; sinatra; order,concepts/measures/highest_impact_sequence_position.md,concepts/mechanisms/random_impact_rule.md
career_stage_contributorship_panel,task_specialization,0.6110,career; contribution; role; stage; robinson; garcia; roles; author,concepts/representations/career_stage_contributorship_panel.md,concepts/mechanisms/task_specialization.md
scaled_zipf_data_collapse,zipf_citation_tail_inference,0.6110,rank; zipf; tail; scaled; plot; redner; exponent; cohort,concepts/methods/scaled_zipf_data_collapse.md,concepts/methods/zipf_citation_tail_inference.md
self_citation_rates,zero_self_citation_authorship_share,0.6110,self; zero; king; authorships; author; own; share; men,concepts/measures/self_citation_rates.md,concepts/measures/zero_self_citation_authorship_share.md
project_potential_independence_test,q_luck_complementarity,0.6108,potential; project; productivity; luck; sinatra; stochastic; model; test,concepts/validations/project_potential_independence_test.md,concepts/mechanisms/q_luck_complementarity.md
policy_mention_role_reduction,research_policy_interaction_barrier,0.6107,policy; interaction; mention; bornmann; mentions; document; haunschild; documents,concepts/validations/policy_mention_role_reduction.md,concepts/mechanisms/research_policy_interaction_barrier.md
clinical_trial_citation_share,clinical_trials_geographic_linkage_bias,0.6105,trial; clinical; trials; nct; pmid; clinicaltrials; gov; wang,concepts/measures/clinical_trial_citation_share.md,concepts/validations/clinical_trials_geographic_linkage_bias.md
collective_credit_allocation,credit_extreme_case_sanity_checks,0.6105,credit; shen; allocation; case; sanity; barabasi; coauthor; symmetric,concepts/measures/collective_credit_allocation.md,concepts/validations/credit_extreme_case_sanity_checks.md
policy_source_corpus_construction,unintended_policy_source_contamination,0.6105,policy; source; bornmann; haunschild; tracked; document; mentions; related,concepts/methods/policy_source_corpus_construction.md,concepts/validations/unintended_policy_source_contamination.md
aps_wos_sleeping_beauty_panel,sleeping_beauty_cross_dataset_visibility,0.6103,aps; sleeping; beauty; corpus; recognition; beauties; delayed; monodisciplinary,concepts/datasets/aps_wos_sleeping_beauty_panel.md,concepts/validations/sleeping_beauty_cross_dataset_visibility.md
field_year_cited_sc_overlay,science_map_overlays,0.6103,map; overlay; overlays; base; rafols; year; porter; node,concepts/representations/field_year_cited_sc_overlay.md,concepts/representations/science_map_overlays.md
between_school_collaboration_share,multi_university_collaboration,0.6101,university; school; collaboration; institutional; jones; multi; authorship; solo,concepts/measures/between_school_collaboration_share.md,concepts/mechanisms/multi_university_collaboration.md
original_evidence_reproducibility_gradient,replication_outcome_master_dataset,0.6101,replication; original; effect; reproducibility; success; power; open; subjective,concepts/mechanisms/original_evidence_reproducibility_gradient.md,concepts/datasets/replication_outcome_master_dataset.md
faculty_placement_rank_change,faculty_prestige_rank_inference,0.6100,faculty; rank; prestige; placement; doctoral; downward; clauset; wapman,concepts/measures/faculty_placement_rank_change.md,concepts/methods/faculty_prestige_rank_inference.md
fresh_collaborator_hot_streak_onset,hot_streak_onset_detection,0.6099,onset; hot; streak; liu; career; streaks; careers; interval,concepts/mechanisms/fresh_collaborator_hot_streak_onset.md,concepts/measures/hot_streak_onset_detection.md
policy_attention_coverage_bias,public_policy_attention,0.6099,policy; bornmann; attention; haunschild; mention; tracked; source; documents,concepts/validations/policy_attention_coverage_bias.md,concepts/mechanisms/public_policy_attention.md
city_citation_strength_degree_scaling,world_city_citation_network,0.6098,city; degree; strength; cities; scaling; directed; pan; spatial,concepts/measures/city_citation_strength_degree_scaling.md,concepts/representations/world_city_citation_network.md
academic_publishing_patenting_coupling,organizational_science_based_patent_value_premium,0.6097,corporate; university; patent; patents; assignee; organization; nano; citing,concepts/mechanisms/academic_publishing_patenting_coupling.md,concepts/mechanisms/organizational_science_based_patent_value_premium.md
document_topic_mixtures,topic_mixture_document_similarity,0.6097,topic; similarity; mixtures; griffiths; steyvers; document; class; classes,concepts/representations/document_topic_mixtures.md,concepts/measures/topic_mixture_document_similarity.md
gendered_faculty_placement_gap,prestige_constrained_faculty_mobility,0.6097,faculty; placement; prestige; gender; hiring; doctoral; rank; mobility,concepts/mechanisms/gendered_faculty_placement_gap.md,concepts/mechanisms/prestige_constrained_faculty_mobility.md
name_based_demographic_inference,probabilistic_demographic_fractional_counting,0.6097,demographic; gender; kozlowski; fractional; race; aggregate; inference; surname,concepts/methods/name_based_demographic_inference.md,concepts/methods/probabilistic_demographic_fractional_counting.md
career_length_selection_boundary,creative_career_minimum_observation_filter,0.6096,career; careers; hot; minimum; streak; liu; length; detection,concepts/validations/career_length_selection_boundary.md,concepts/validations/creative_career_minimum_observation_filter.md
inventor_application_time_lag,patent_application_year_time_anchor,0.6096,application; inventor; patent; lag; consecutive; delay; applications; grant,concepts/measures/inventor_application_time_lag.md,concepts/methods/patent_application_year_time_anchor.md
mesh_knowledge_frontier_space,proposal_mesh_novelty_percentile,0.6096,proposal; mesh; novelty; frontier; boudreau; vocabulary; terms; pubmed,concepts/representations/mesh_knowledge_frontier_space.md,concepts/measures/proposal_mesh_novelty_percentile.md
normalized_bidirectional_subdiscipline_assignment,single_subdiscipline_journal_assignment,0.6096,subdiscipline; map; borner; outgoing; incoming; journal; subdisciplines; normalized,concepts/methods/normalized_bidirectional_subdiscipline_assignment.md,concepts/methods/single_subdiscipline_journal_assignment.md
metric_family_product_versioning,wos_analytics_product_integrations,0.6095,product; metric; products; metrics; indicators; west; eigenfactor; family,concepts/datasets/metric_family_product_versioning.md,concepts/datasets/wos_analytics_product_integrations.md
hot_streak_performance_state_model,hot_streak_productivity_invariance,0.6094,hot; streak; streaks; liu; interval; null; career; productivity,concepts/methods/hot_streak_performance_state_model.md,concepts/validations/hot_streak_productivity_invariance.md
partial_blinding_incremental_preregistration,preexisting_data_knowledge_provenance_audit,0.6094,preregistration; nosek; preexisting; blinding; blinded; what; knowledge; plan,concepts/methods/partial_blinding_incremental_preregistration.md,concepts/methods/preexisting_data_knowledge_provenance_audit.md
dynamic_big_hit_window_model,novelty_short_window_undercount,0.6093,window; novel; novelty; top; windows; percentile; hit; short,concepts/methods/dynamic_big_hit_window_model.md,concepts/validations/novelty_short_window_undercount.md
patent_paper_boundary,science_technology_distance,0.6093,patent; patents; boundary; distance; ahmadpoor; direct; jones; technology,concepts/representations/patent_paper_boundary.md,concepts/measures/science_technology_distance.md
strategy_distribution_stability,strategy_opportunity_bias_model,0.6093,strategy; opportunity; foster; new; bridge; opportunities; consolidation; repeat,concepts/validations/strategy_distribution_stability.md,concepts/methods/strategy_opportunity_bias_model.md
diversity_measures,interdisciplinarity,0.6092,diversity; disparity; variety; stirling; balance; integration; rafols; interdisciplinarity,concepts/measures/diversity_measures.md,concepts/mechanisms/interdisciplinarity.md
journal_fitness_distribution,journal_level_citation_parameterization,0.6091,fitness; journal; immediacy; longevity; cohort; level; factor; distributions,concepts/measures/journal_fitness_distribution.md,concepts/representations/journal_level_citation_parameterization.md
co_citation_credit_attribution,self_co_citation_anchor,0.6090,credit; focal; shen; cited; strength; barabasi; perceived; matrix,concepts/methods/co_citation_credit_attribution.md,concepts/methods/self_co_citation_anchor.md
preferential_attachment,uniform_attachment_exponential_tail_baseline,0.6088,attachment; preferential; albert; degree; model; barabasi; growth; ablation,concepts/mechanisms/preferential_attachment.md,concepts/validations/uniform_attachment_exponential_tail_baseline.md
topic_overrepresentation_ratio,within_topic_citation_disadvantage,0.6088,topic; group; demographic; kozlowski; overall; within; disadvantage; groups,concepts/measures/topic_overrepresentation_ratio.md,concepts/mechanisms/within_topic_citation_disadvantage.md
citation_pagerank,citation_pagerank_hidden_gems,0.6087,pagerank; chen; rank; gems; recursive; outliers; influential; outlier,concepts/measures/citation_pagerank.md,concepts/validations/citation_pagerank_hidden_gems.md
core_team_poisson_mode,lead_author_team_choice_model,0.6087,team; core; lead; poisson; teams; author; extended; milojevic,concepts/mechanisms/core_team_poisson_mode.md,concepts/methods/lead_author_team_choice_model.md
awakening_time,cross_disciplinary_awakening,0.6085,awakening; sleeping; citing; delayed; trigger; beauties; recognition; communities,concepts/measures/awakening_time.md,concepts/mechanisms/cross_disciplinary_awakening.md
claim_level_retraction_utility,retraction_status_marking_failure,0.6085,retraction; retracted; fang; marking; article; post; steen; w2097110982,concepts/mechanisms/claim_level_retraction_utility.md,concepts/validations/retraction_status_marking_failure.md
mixed_funding_within_system_comparison,new_public_management_funding_shift,0.6084,funding; competitive; project; block; system; national; wang; within,concepts/methods/mixed_funding_within_system_comparison.md,concepts/mechanisms/new_public_management_funding_shift.md
awakening_time,beauty_coefficient,0.6083,awakening; maximum; delayed; beauty; recognition; line; sleeping; annual,concepts/measures/awakening_time.md,concepts/measures/beauty_coefficient.md
closest_expert_review_penalty,expert_cue_sampling_bias,0.6083,expert; proposal; experts; evaluator; boudreau; distance; scores; close,concepts/mechanisms/closest_expert_review_penalty.md,concepts/mechanisms/expert_cue_sampling_bias.md
hot_streak_entropy_randomization_baseline,hot_streak_onset_detection,0.6083,onset; entropy; hot; streak; career; liu; streaks; randomized,concepts/validations/hot_streak_entropy_randomization_baseline.md,concepts/measures/hot_streak_onset_detection.md
cited_journal_citation_profile,journal_citation_frequency,0.6082,journal; cited; garfield; title; frequency; raw; profile; journals,concepts/representations/cited_journal_citation_profile.md,concepts/measures/journal_citation_frequency.md
topic_choice_privilege,within_topic_citation_disadvantage,0.6082,topic; kozlowski; groups; topics; prestige; access; group; within,concepts/mechanisms/topic_choice_privilege.md,concepts/mechanisms/within_topic_citation_disadvantage.md
giant_component_morphology_gradient,giant_component_size_nonidentifiability,0.6080,component; morphology; largest; giant; assembly; guimera; team; size,concepts/representations/giant_component_morphology_gradient.md,concepts/validations/giant_component_size_nonidentifiability.md
collaboration_strength_distribution,collaboration_tie_strength_visual_encoding,0.6079,strength; collaboration; tie; newman; weighted; coauthorship; author; ties,concepts/measures/collaboration_strength_distribution.md,concepts/representations/collaboration_tie_strength_visual_encoding.md
mendeley_conditional_collection_bias,reference_manager_readership_counts,0.6078,readership; mendeley; platform; manager; provider; reader; altmetric; collection,concepts/validations/mendeley_conditional_collection_bias.md,concepts/measures/reference_manager_readership_counts.md
collaboration_component_membership_isolation_proxy,second_largest_component_check,0.6076,component; largest; giant; newman; components; connected; disconnected; collaboration,concepts/measures/collaboration_component_membership_isolation_proxy.md,concepts/validations/second_largest_component_check.md
journal_specific_author_order_histories,prestige_venue_author_specialization,0.6076,venue; author; last; senior; sekara; journal; repeated; specific,concepts/representations/journal_specific_author_order_histories.md,concepts/mechanisms/prestige_venue_author_specialization.md
multi_cause_retraction_coding,retraction_geographic_cause_profiles,0.6074,cause; retraction; fang; retracted; plagiarism; fraud; causes; retractions,concepts/methods/multi_cause_retraction_coding.md,concepts/measures/retraction_geographic_cause_profiles.md
publication_growth_attention_competition,publication_volume_rescaled_half_life,0.6074,half; life; attention; publication; rescaled; calendar; peak; competition,concepts/mechanisms/publication_growth_attention_competition.md,concepts/measures/publication_volume_rescaled_half_life.md
multi_source_reputation_confound,reputation_citation_premium,0.6073,reputation; author; petersen; coauthor; cumulative; prestige; journal; estimates,concepts/validations/multi_source_reputation_confound.md,concepts/mechanisms/reputation_citation_premium.md
novelty_underinvestment_selection_pathway,right_tail_novelty_review_discount,0.6073,novelty; proposals; underinvestment; boudreau; proposal; review; penalty; novel,concepts/consequences/novelty_underinvestment_selection_pathway.md,concepts/mechanisms/right_tail_novelty_review_discount.md
repeated_top_coauthor_access,top_coauthor_regression_predictor,0.6072,top; coauthor; early; scientist; later; exposure; career; junior,concepts/mechanisms/repeated_top_coauthor_access.md,concepts/validations/top_coauthor_regression_predictor.md
coverage_dependent_search_phase_shift,maturity_contingent_optimal_strategy_shift,0.6069,strategy; phase; discovery; rzhetsky; maturity; mature; efficient; optimal,concepts/mechanisms/coverage_dependent_search_phase_shift.md,concepts/mechanisms/maturity_contingent_optimal_strategy_shift.md
collective_credit_allocation,prepublication_reputation_window_filter,0.6068,credit; shen; reputation; barabasi; filter; focal; prepublication; contribution,concepts/measures/collective_credit_allocation.md,concepts/methods/prepublication_reputation_window_filter.md
citation_decay_source_method_contingency,recent_cohort_power_law_fit_drift,0.6065,decay; law; power; exponential; parolo; recent; fit; plateau,concepts/validations/citation_decay_source_method_contingency.md,concepts/validations/recent_cohort_power_law_fit_drift.md
policy_citation_style_omission,policy_document_mentions,0.6065,policy; bornmann; documents; mention; haunschild; mentions; mentioned; source,concepts/validations/policy_citation_style_omission.md,concepts/measures/policy_document_mentions.md
citation_decay_model_comparison,post_peak_right_censoring_boundary,0.6064,peak; decay; plateau; post; parolo; recent; law; fit,concepts/methods/citation_decay_model_comparison.md,concepts/validations/post_peak_right_censoring_boundary.md
altmetric_policy_source_tracker,policy_document_mentions,0.6063,policy; source; bornmann; mentions; haunschild; related; altmetric; provider,concepts/datasets/altmetric_policy_source_tracker.md,concepts/measures/policy_document_mentions.md
faculty_field_multilabel_assignment,faculty_primary_appointment_inference,0.6063,faculty; appointment; appointments; wapman; departments; department; multiple; counting,concepts/methods/faculty_field_multilabel_assignment.md,concepts/methods/faculty_primary_appointment_inference.md
coauthorship_networks,weighted_coauthorship_edges,0.6062,coauthorship; newman; collaboration; team; author; edge; weighted; strength,concepts/representations/coauthorship_networks.md,concepts/representations/weighted_coauthorship_edges.md
chaperoned_pi_citation_impact_comparison,new_pi_access_tightening_in_high_impact_journals,0.6060,chaperoned; senior; sekara; established; new; venue; access; author,concepts/validations/chaperoned_pi_citation_impact_comparison.md,concepts/mechanisms/new_pi_access_tightening_in_high_impact_journals.md
discourse_saturation_hidden_credit_burden,mention_conditioned_citation_probability,0.6059,discourse; meng; topic; mention; credit; saturation; hidden; foundational,concepts/mechanisms/discourse_saturation_hidden_credit_burden.md,concepts/measures/mention_conditioned_citation_probability.md
stratified_distance_evaluator_recruitment,within_domain_expertise_heterogeneity,0.6059,evaluator; distance; evaluators; proposal; expertise; domain; disease; boudreau,concepts/methods/stratified_distance_evaluator_recruitment.md,concepts/mechanisms/within_domain_expertise_heterogeneity.md
biomedical_chemical_relationship_network_panel,biomedical_chemical_trace_proxy,0.6058,chemical; biomedical; rzhetsky; medline; diseases; discovery; w2130145803; foster,concepts/datasets/biomedical_chemical_relationship_network_panel.md,concepts/validations/biomedical_chemical_trace_proxy.md
grant_hit_publication_tail,peer_review_hit_miss_asymmetry,0.6058,top; hit; grant; tail; publications; agha; percentile; review,concepts/measures/grant_hit_publication_tail.md,concepts/validations/peer_review_hit_miss_asymmetry.md
high_aggregation_label_ambiguity,research_area_label_source_escalation,0.6058,label; area; clusters; eck; labels; manual; van; expert,concepts/validations/high_aggregation_label_ambiguity.md,concepts/methods/research_area_label_source_escalation.md
policy_mention_context_audit,policy_mention_doi_denominator_loss,0.6057,policy; mention; bornmann; haunschild; documents; mentions; document; related,concepts/validations/policy_mention_context_audit.md,concepts/validations/policy_mention_doi_denominator_loss.md
mesh_knowledge_frontier_space,reviewer_proposal_intellectual_distance,0.6056,proposal; evaluator; distance; mesh; frontier; boudreau; space; vocabulary,concepts/representations/mesh_knowledge_frontier_space.md,concepts/measures/reviewer_proposal_intellectual_distance.md
policy_mention_role_reduction,science_policy_advisory_role_typology,0.6056,policy; advisory; role; interaction; bornmann; broker; mention; roles,concepts/validations/policy_mention_role_reduction.md,concepts/representations/science_policy_advisory_role_typology.md
mag_algorithmic_metadata_dependency,mag_publication_backbone,0.6053,mag; lin; derived; families; disambiguation; source; family; affiliation,concepts/validations/mag_algorithmic_metadata_dependency.md,concepts/datasets/mag_publication_backbone.md
repeat_new_preference_ratio,strategy_opportunity_bias_model,0.6053,strategy; repeat; new; bias; opportunity; parameters; foster; preference,concepts/measures/repeat_new_preference_ratio.md,concepts/methods/strategy_opportunity_bias_model.md
reputation_agency_problem_heuristic,team_credit_ambiguity_reputation_reliance,0.6053,reputation; petersen; information; shortcut; settings; evaluation; evaluator; allocation,concepts/mechanisms/reputation_agency_problem_heuristic.md,concepts/mechanisms/team_credit_ambiguity_reputation_reliance.md
cited_journal_title_normalization,journal_citation_frequency,0.6052,title; journal; garfield; cited; translations; raw; abbreviations; abbreviation,concepts/methods/cited_journal_title_normalization.md,concepts/measures/journal_citation_frequency.md
demographic_topic_concentration_cv,within_topic_citation_disadvantage,0.6052,topic; group; kozlowski; topics; demographic; white; groups; minoritized,concepts/measures/demographic_topic_concentration_cv.md,concepts/mechanisms/within_topic_citation_disadvantage.md
lognormal_relative_citation_curve,unit_mean_lognormal_fit_constraint,0.6052,lognormal; fit; parameter; radicchi; normalized; fitted; collapse; distribution,concepts/validations/lognormal_relative_citation_curve.md,concepts/methods/unit_mean_lognormal_fit_constraint.md
paper_author_affiliation_linkages,primary_affiliation_assignment_rule,0.6052,affiliation; author; affiliations; institution; career; deville; mobility; trajectories,concepts/representations/paper_author_affiliation_linkages.md,concepts/methods/primary_affiliation_assignment_rule.md
hot_streak_duration_distribution,hot_streak_random_onset_test,0.6050,hot; streak; onset; career; streaks; liu; interval; fitted,concepts/measures/hot_streak_duration_distribution.md,concepts/validations/hot_streak_random_onset_test.md
original_evidence_reproducibility_gradient,replication_p_value_distribution_diagnostic,0.6049,replication; original; value; values; effect; open; power; significance,concepts/mechanisms/original_evidence_reproducibility_gradient.md,concepts/validations/replication_p_value_distribution_diagnostic.md
between_school_collaboration_field_universality,between_school_collaboration_share,0.6048,school; collaboration; university; share; jones; authorship; engineering; growth,concepts/validations/between_school_collaboration_field_universality.md,concepts/measures/between_school_collaboration_share.md
early_career_reputation_deficit,reputation_citation_premium,0.6044,reputation; premium; crossover; early; petersen; author; below; rate,concepts/consequences/early_career_reputation_deficit.md,concepts/mechanisms/reputation_citation_premium.md
chaperone_effect_ratio,venue_pi_experience_categories,0.6042,senior; chaperoned; venue; author; sekara; nonlast; chaperone; last,concepts/measures/chaperone_effect_ratio.md,concepts/measures/venue_pi_experience_categories.md
hot_streak_collective_impact_decomposition,hot_streak_productivity_invariance,0.6041,hot; streak; productivity; streaks; liu; interval; career; baseline,concepts/methods/hot_streak_collective_impact_decomposition.md,concepts/validations/hot_streak_productivity_invariance.md
sleep_depth_duration_interaction,sleeping_beauty_threshold_grid,0.6040,sleep; deep; sleeping; depth; raan; threshold; van; awakening,concepts/measures/sleep_depth_duration_interaction.md,concepts/methods/sleeping_beauty_threshold_grid.md
policy_mention_coverage_rate,policy_subject_category_concentration,0.6038,policy; mention; subject; bornmann; haunschild; mentioned; economics; related,concepts/measures/policy_mention_coverage_rate.md,concepts/measures/policy_subject_category_concentration.md
funding_model_status_contingency,status_conditioned_novelty_tolerance,0.6037,funding; novelty; competitive; tolerance; researchers; conditioned; wang; interaction,concepts/mechanisms/funding_model_status_contingency.md,concepts/mechanisms/status_conditioned_novelty_tolerance.md
individual_q_parameter,project_potential_distribution,0.6037,potential; project; parameter; sinatra; scientist; distribution; level; individual,concepts/measures/individual_q_parameter.md,concepts/measures/project_potential_distribution.md
early_top_coauthor_dose_gradient,top_coauthor_regression_predictor,0.6036,top; early; coauthor; exposure; career; scientist; junior; later,concepts/measures/early_top_coauthor_dose_gradient.md,concepts/validations/top_coauthor_regression_predictor.md
hot_streak_duration_distribution,hot_streak_onset_detection,0.6036,hot; onset; streak; career; streaks; liu; interval; elevated,concepts/measures/hot_streak_duration_distribution.md,concepts/measures/hot_streak_onset_detection.md
topic_class_profile_matrix,topic_mixture_document_similarity,0.6036,topic; similarity; class; classes; griffiths; steyvers; matrix; diagonal,concepts/representations/topic_class_profile_matrix.md,concepts/measures/topic_mixture_document_similarity.md
hot_streak_impact_prediction_bias,hot_streak_random_onset_test,0.6035,hot; streak; onset; career; streaks; liu; prediction; early,concepts/validations/hot_streak_impact_prediction_bias.md,concepts/validations/hot_streak_random_onset_test.md
organization_type_science_application_gradient,scientific_knowledge_application_index,0.6035,skai; patent; university; corporate; organization; patents; technology; citing,concepts/measures/organization_type_science_application_gradient.md,concepts/measures/scientific_knowledge_application_index.md
anybirthday_age_sample_selection_audit,inventor_birthdate_matching_panel,0.6031,zip; inventor; birthdate; age; patent; anybirthday; jones; inventors,concepts/validations/anybirthday_age_sample_selection_audit.md,concepts/datasets/inventor_birthdate_matching_panel.md
fixed_effect_reputation_robustness_check,reputation_signal_flow_graph,0.6031,reputation; author; petersen; signal; flow; cumulative; regression; coauthor,concepts/validations/fixed_effect_reputation_robustness_check.md,concepts/representations/reputation_signal_flow_graph.md
author_self_citation_definition_choice,self_citation_excluded_author_metrics,0.6030,self; author; overlap; excluded; definition; citing; indicators; cited,concepts/methods/author_self_citation_definition_choice.md,concepts/measures/self_citation_excluded_author_metrics.md
